Score, Film Name, Year, Date Rated, Mini Review, URL, IMDB ID
7,"The Hater",2020,"Nov 09 2020, 05:05","",https://www.criticker.com/film/The-Hater/,tt9506474
7,"Heart of Glass",1976,"Feb 18 2018, 19:32","",https://www.criticker.com/film/Heart-of-Glass/,tt0074626
7,"Hell House LLC",2015,"Jun 29 2021, 12:12","",https://www.criticker.com/film/Hell-House-LLC/,tt4267026
7,"Highlander",1986,"Dec 22 2015, 20:39","",https://www.criticker.com/film/Highlander/,tt0091203
7,"Home Alone 2: Lost in New York",1992,"Jun 21 2014, 21:23","",https://www.criticker.com/film/Home-Alone-2-Lost-in/,tt0104431
7,"Host",2020,"May 22 2021, 06:11","",https://www.criticker.com/film/Host/,tt12749596
7,"Hot Fuzz",2007,"Jun 21 2014, 21:26","",https://www.criticker.com/film/Hot-Fuzz/,tt0425112
7,"Human Centipede II (Full Sequence)",2011,"Feb 21 2021, 06:29","",https://www.criticker.com/film/Human-Centipede-II-Full-Sequence/,tt1530509
7,"I Stand Alone",1998,"Jan 07 2019, 02:20","",https://www.criticker.com/film/I-Stand-Alone/,tt0157016
7,"In the Mouth of Madness",1994,"Jun 28 2014, 21:02","",https://www.criticker.com/film/In-the-Mouth-of-Madness/,tt0113409
7,"Inception",2010,"Dec 30 2018, 03:33","",https://www.criticker.com/film/Inception/,tt1375666
7,"The Incredibles",2004,"Jun 21 2014, 22:26","",https://www.criticker.com/film/The-Incredibles/,tt0317705
7,"Inland Empire",2006,"Nov 22 2020, 06:06","",https://www.criticker.com/film/Inland-Empire/,tt0460829
7,"Interstellar",2014,"Jan 03 2019, 22:41","",https://www.criticker.com/film/Interstellar/,tt0816692
7,"Interview with the Vampire: The Vampire Chronicles",1994,"Jun 22 2014, 20:09","",https://www.criticker.com/film/Interview-with-the-Vampire-The/,tt0110148
7,"Into the Inferno",2016,"Dec 13 2016, 00:27","",https://www.criticker.com/film/Into-the-Inferno/,tt4846318
7,"Intruder",1989,"Sep 20 2020, 07:09","",https://www.criticker.com/film/Intruder/,tt0095379
7,"Irreversible",2002,"Feb 22 2015, 23:37","",https://www.criticker.com/film/Irreversible/,tt0290673
7,"It",1990,"Jun 22 2014, 20:07","",https://www.criticker.com/tv/It-1990/,tt0099864
7,"It's a Wonderful Life",1946,"Dec 05 2021, 08:06","",https://www.criticker.com/film/Its-a-Wonderful-Life/,tt0038650
7,"Jackie Brown",1997,"Jun 21 2014, 22:01","",https://www.criticker.com/film/Jackie-Brown/,tt0119396
7,"Jumanji",1995,"Jun 21 2014, 21:36","",https://www.criticker.com/film/Jumanji/,tt0113497
7,"Kill Bill: Volume 1",2003,"Jun 21 2014, 21:30","",https://www.criticker.com/film/Kill-Bill-Volume-1/,tt0266697
7,"Kill Bill: Volume 2",2004,"Jun 21 2014, 21:27","",https://www.criticker.com/film/Kill-Bill-Volume-2/,tt0378194
7,"The Last Dance",2020,"Jul 23 2021, 12:42","",https://www.criticker.com/tv/The-Last-Dance-2020/,tt8420184
7,"Leprechaun",1993,"Jun 28 2019, 00:02","",https://www.criticker.com/film/Leprechaun/,tt0107387
7,"The Lion King",1994,"Jun 21 2014, 22:14","",https://www.criticker.com/film/The-Lion-King/,tt0110357
7,"Logan Lucky",2017,"May 30 2020, 17:06","",https://www.criticker.com/film/Logan-Lucky/,tt5439796
7,"The Lost Patrol",1934,"Nov 11 2021, 05:19","",https://www.criticker.com/film/The-Lost-Patrol/,tt0025423
7,"Love Is Colder Than Death",1969,"Dec 21 2015, 02:09","",https://www.criticker.com/film/Love-Is-Colder-Than-Death/,tt0064588
7,"Machete",2010,"Jun 23 2014, 03:47","",https://www.criticker.com/film/Machete/,tt0985694
7,"The Machine Girl",2008,"Jun 29 2014, 01:06","",https://www.criticker.com/film/The-Machine-Girl/,tt1050160
7,"Mad Max",1979,"Jun 23 2014, 03:45","",https://www.criticker.com/film/Mad-Max/,tt0079501
7,"Mad World",2016,"Oct 15 2018, 04:17","",https://www.criticker.com/film/Mad-World/,tt6041030
7,"Mangue Negro",2008,"Jun 23 2014, 03:30","",https://www.criticker.com/film/Mangue-Negro/,tt1329396
7,"Mar Negro",2013,"Feb 04 2018, 17:30","",https://www.criticker.com/film/Mar-Negro/,tt2759548
7,"Marriage Story",2019,"Jan 17 2020, 12:18","",https://www.criticker.com/film/Marriage-Story/,tt7653254
7,"The Meaning of Life",1983,"Jun 21 2014, 22:01","",https://www.criticker.com/film/The-Meaning-of-Life/,tt0085959
7,"Medianeras",2011,"Jul 19 2018, 03:51","",https://www.criticker.com/film/Medianeras/,tt1235841
7,"Melancholia",2011,"Apr 25 2016, 03:56","",https://www.criticker.com/film/Melancholia-2011/,tt1527186
7,"Merlí. Sapere Aude",2019,"Nov 19 2021, 16:44","",https://www.criticker.com/tv/Merli-Sapere-Aude/,tt9415632
7,"Mi obra maestra",2018,"Apr 26 2020, 05:45","",https://www.criticker.com/film/Mi-obra-maestra/,tt7605922
7,"Misery",1990,"Jun 22 2014, 19:58","",https://www.criticker.com/film/Misery/,tt0100157
7,"The Mist",2007,"Jun 21 2014, 22:00","",https://www.criticker.com/film/The-Mist/,tt0884328
7,"Modern Times",1936,"Jun 22 2014, 02:15","",https://www.criticker.com/film/Modern-Times/,tt0027977
7,"Mommy Mommy Where's My Brain",1986,"Mar 20 2017, 16:00","",https://www.criticker.com/film/Mommy-Mommy-Wheres-My-Brain/,tt0333937
7,"Mon oncle",1958,"Mar 20 2016, 02:03","",https://www.criticker.com/film/Mon-oncle/,tt0050706
7,"Morvern Callar",2002,"Mar 28 2016, 01:06","",https://www.criticker.com/film/Morvern-Callar/,tt0300214
7,"Mr. Robot",2015,"Nov 20 2016, 22:15","",https://www.criticker.com/tv/Mr-Robot/,tt4158110
7,"A Mulher de Todos",1969,"Jul 28 2014, 01:48","",https://www.criticker.com/film/A-Mulher-de-Todos/,tt0145100
7,"My Life as a Dog",1985,"Dec 21 2016, 08:46","",https://www.criticker.com/film/My-Life-as-a-Dog/,tt0089606
7,"Natural Born Killers",1994,"Jun 28 2014, 20:31","",https://www.criticker.com/film/Natural-Born-Killers/,tt0110632
7,"Nekromantik",1987,"Jun 22 2014, 19:58","",https://www.criticker.com/film/Nekromantik/,tt0093608
7,"The Neon Demon",2016,"Mar 19 2017, 05:18","",https://www.criticker.com/film/The-Neon-Demon/,tt1974419
7,"Nightcrawler",2014,"Sep 27 2021, 04:04","",https://www.criticker.com/film/Nightcrawler/,tt2872718
7,"A Nightmare on Elm Street",1984,"Jun 22 2014, 02:39","",https://www.criticker.com/film/A-Nightmare-on-Elm-Street/,tt0087800
7,"Ninja Checkmate",1979,"Jan 07 2021, 05:28","",https://www.criticker.com/film/Ninja-Checkmate/,tt0199813
7,"A Noite do Chupacabras",2011,"Jun 23 2014, 03:30","",https://www.criticker.com/film/A-Noite-do-Chupacabras/,tt2153364
7,"Office Space",1999,"Apr 11 2020, 02:58","",https://www.criticker.com/film/Office-Space-1999/,tt0151804
7,"The Omen",1976,"Jun 21 2014, 21:59","",https://www.criticker.com/film/The-Omen/,tt0075005
7,"One Against All",2016,"Aug 18 2020, 15:14","",https://www.criticker.com/tv/One-Against-All/,tt5822138
7,"Only God Forgives",2013,"Jan 28 2016, 12:39","",https://www.criticker.com/film/Only-God-Forgives/,tt1602613
7,"El patrón, radiografía de un crimen",2014,"Jul 25 2017, 01:34","",https://www.criticker.com/film/El-patron-radiografia-de-un/,tt3854234
7,"The People Under the Stairs",1991,"Jun 28 2014, 20:57","",https://www.criticker.com/film/The-People-Under-the-Stairs/,tt0105121
7,"Pet Sematary",1989,"Jun 21 2014, 21:38","",https://www.criticker.com/film/Pet-Sematary/,tt0098084
7,"Pierrot le fou",1965,"Dec 12 2016, 01:43","",https://www.criticker.com/film/Pierrot-le-fou/,tt0059592
7,"Pistol Opera",2001,"Dec 23 2018, 08:01","",https://www.criticker.com/film/Pistol-Opera/,tt0285906
7,"Plan 9 from Outer Space",1959,"Jun 23 2014, 03:50","",https://www.criticker.com/film/Plan-9-from-Outer-Space/,tt0052077
7,"Planet Terror",2007,"Jun 22 2014, 02:20","",https://www.criticker.com/film/Planet-Terror/,tt1077258
7,"Predator",1987,"Jun 21 2014, 21:45","",https://www.criticker.com/film/Predator/,tt0093773
7,"Prince of Darkness",1987,"Jun 21 2014, 21:44","",https://www.criticker.com/film/Prince-of-Darkness/,tt0093777
7,"Princess Mononoke",1997,"Jun 21 2020, 01:57","",https://www.criticker.com/film/Princess-Mononoke/,tt0119698
7,"Rabbit of Seville",1950,"Sep 15 2014, 22:33","",https://www.criticker.com/film/Rabbit-of-Seville/,tt0042871
7,"Raging Bull",1980,"Jun 21 2014, 21:39","",https://www.criticker.com/film/Raging-Bull/,tt0081398
7,"Ratatouille",2007,"Jun 21 2014, 21:27","",https://www.criticker.com/film/Ratatouille/,tt0382932
7,"Ring",1998,"Dec 22 2015, 20:37","",https://www.criticker.com/film/Ring/,tt0178868
7,"The Running Man",1987,"Mar 31 2021, 05:30","",https://www.criticker.com/film/The-Running-Man-1987/,tt0093894
7,"The Sacrifice",1986,"Dec 31 2017, 02:07","",https://www.criticker.com/film/The-Sacrifice/,tt0091670
7,"Scarface",1983,"Jun 22 2014, 20:10","",https://www.criticker.com/film/Scarface-1983/,tt0086250
7,"Scream",1996,"Jun 22 2014, 02:28","",https://www.criticker.com/film/Scream/,tt0117571
7,"The Serpent's Egg",1977,"Jun 28 2014, 21:05","",https://www.criticker.com/film/The-Serpents-Egg/,tt0076686
7,"Shrek",2001,"Jun 21 2014, 22:00","",https://www.criticker.com/film/Shrek/,tt0126029
7,"Shutter Island",2010,"Jun 21 2014, 22:09","",https://www.criticker.com/film/Shutter-Island/,tt1130884
7,"Signs",2002,"Jun 21 2014, 21:50","",https://www.criticker.com/film/Signs/,tt0286106
7,"Silver Bullet",1985,"Jul 14 2016, 20:49","",https://www.criticker.com/film/Silver-Bullet/,tt0090021
7,"Sintonia",2019,"Feb 01 2021, 02:40","",https://www.criticker.com/tv/Sintonia/,tt8165086
7,"The Skin I Live In",2011,"Dec 19 2016, 00:44","",https://www.criticker.com/film/The-Skin-I-Live-In/,tt1189073
7,"The Slumber Party Massacre",1982,"Sep 16 2021, 04:11","",https://www.criticker.com/film/The-Slumber-Party-Massacre/,tt0084695
7,"Sssssss",1973,"Jul 14 2016, 20:48","",https://www.criticker.com/film/Sssssss/,tt0070622
7,"Standing Tall",2015,"Dec 20 2016, 18:23","",https://www.criticker.com/film/Standing-Tall/,tt3791302
7,"Starship Troopers",1997,"Jun 22 2014, 18:55","",https://www.criticker.com/film/Starship-Troopers/,tt0120201
7,"Stolen Kisses",1968,"Mar 29 2015, 02:52","",https://www.criticker.com/film/Stolen-Kisses/,tt0062695
7,"The Stranger",1946,"Mar 01 2015, 03:01","",https://www.criticker.com/film/The-Stranger/,tt0038991
7,"Straw Dogs",1971,"Dec 30 2015, 13:47","",https://www.criticker.com/film/Straw-Dogs/,tt0067800
7,"A Summer's Tale",1996,"Oct 01 2018, 00:09","",https://www.criticker.com/film/A-Summers-Tale/,tt0115940
7,"Szabadesés",2014,"Jan 09 2018, 21:26","",https://www.criticker.com/film/Szabadeses/,tt3671480
7,"Tôkyô zankoku keisatsu",2008,"Jun 29 2014, 01:06","",https://www.criticker.com/film/Tokyo-zankoku-keisatsu/,tt1183732
7,"Taxidermia",2006,"Dec 21 2018, 09:18","",https://www.criticker.com/film/Taxidermia/,tt0410730
7,"Teeth",2008,"Dec 26 2015, 03:02","",https://www.criticker.com/film/Teeth/,tt0780622
7,"Teorema",1968,"Mar 05 2018, 00:51","",https://www.criticker.com/film/Teorema/,tt0063678
7,"Terminator 2: Judgment Day",1991,"Jun 21 2014, 21:31","",https://www.criticker.com/film/Terminator-2-Judgment-Day/,tt0103064
7,"The Third Man",1949,"Jun 21 2014, 21:30","",https://www.criticker.com/film/The-Third-Man/,tt0041959
7,"This Is the End",2013,"Jun 23 2014, 03:43","",https://www.criticker.com/film/This-Is-the-End/,tt1245492
7,"Thriller: A Cruel Picture",1974,"Jun 22 2014, 02:17","",https://www.criticker.com/film/Thriller-A-Cruel-Picture/,tt0072285
7,"Tiger King",2020,"Nov 14 2021, 17:19","",https://www.criticker.com/tv/Tiger-King/,tt11823076
7,"To Live and Die in L.A.",1985,"Jun 22 2014, 02:17","",https://www.criticker.com/film/To-Live-and-Die-in/,tt0090180
7,"To Rome with Love",2012,"Dec 07 2016, 15:23","",https://www.criticker.com/film/To-Rome-with-Love/,tt1859650
7,"To the Devil a Daughter",1976,"Jan 04 2016, 17:00","",https://www.criticker.com/film/To-the-Devil-a-Daughter/,tt0075334
7,"Tokyo Fist",1995,"Jun 28 2014, 21:09","",https://www.criticker.com/film/Tokyo-Fist/,tt0114690
7,"Tokyo Story",1953,"Jul 27 2015, 00:46","",https://www.criticker.com/film/Tokyo-Story/,tt0046438
7,"The Toxic Avenger",1984,"Jun 29 2014, 00:35","",https://www.criticker.com/film/The-Toxic-Avenger/,tt0090190
7,"Trainspotting",1996,"Feb 02 2015, 01:42","",https://www.criticker.com/film/Trainspotting/,tt0117951
7,"Tremors",1990,"Sep 09 2018, 16:21","",https://www.criticker.com/film/Tremors/,tt0100814
7,"Truman",2015,"Sep 06 2020, 21:13","",https://www.criticker.com/film/Truman-2015/,tt3754940
7,"Two Men in Town",1973,"Mar 30 2021, 05:21","",https://www.criticker.com/film/Two-Men-in-Town-1973/,tt0069967
7,"Um Pistoleiro Chamado Papaco",1986,"Jan 28 2016, 13:53","",https://www.criticker.com/film/Um-Pistoleiro-Chamado-Papaco/,tt0459011
7,"Uncle Boonmee Who Can Recall His Past Lives",2010,"Feb 19 2016, 11:13","",https://www.criticker.com/film/Uncle-Boonmee-Who-Can-Recall/,tt1588895
7,"Under the Skin",2014,"Jul 27 2014, 22:04","",https://www.criticker.com/film/Under-the-Skin-2014/,tt1441395
7,"Unorthodox",2020,"Apr 05 2020, 05:53","",https://www.criticker.com/tv/Unorthodox/,tt9815454
7,"Venom",1981,"Jun 07 2020, 07:09","",https://www.criticker.com/film/Venom/,tt0084854
7,"Visitor Q",2001,"Jun 22 2014, 02:18","",https://www.criticker.com/film/Visitor-Q/,tt0290329
7,"Wake in Fright",1971,"Jan 10 2021, 07:16","",https://www.criticker.com/film/Wake-in-Fright/,tt0067541
7,"Wall Street",1987,"Dec 25 2016, 17:59","",https://www.criticker.com/film/Wall-Street/,tt0094291
7,"Westworld",2016,"Aug 03 2021, 04:50","",https://www.criticker.com/tv/Westworld-2016/,tt0475784
7,"White Elephant",2012,"Jul 31 2018, 07:20","",https://www.criticker.com/film/White-Elephant/,tt2132324
7,"The Wild Child",1970,"Jan 29 2019, 05:06","",https://www.criticker.com/film/The-Wild-Child/,tt0064285
7,"Willy Wonka &amp; the Chocolate Factory",1971,"Jun 21 2014, 21:58","",https://www.criticker.com/film/Willy-Wonka-and-the-Chocolate/,tt0067992
7,"The Witches",1967,"Dec 26 2018, 06:59","",https://www.criticker.com/film/The-Witches-1967/,tt0061037
7,"The Wizard of Oz",1939,"Jun 22 2014, 18:59","",https://www.criticker.com/film/The-Wizard-of-Oz/,tt0032138
7,"A Woman Is a Woman",1961,"Feb 12 2018, 22:06","",https://www.criticker.com/film/A-Woman-Is-a-Woman/,tt0055572
7,"A Woman Under the Influence",1974,"Sep 18 2014, 22:11","",https://www.criticker.com/film/A-Woman-Under-the-Influence/,tt0072417
7,"Zardoz",1974,"Jun 29 2014, 00:57","",https://www.criticker.com/film/Zardoz/,tt0070948
7,"Zelig",1983,"Oct 26 2016, 00:01","",https://www.criticker.com/film/Zelig/,tt0086637
6,"1984",1984,"Aug 02 2021, 00:21","",https://www.criticker.com/film/1984-1984/,tt0087803
6,"9 to 5",1980,"May 02 2021, 00:18","",https://www.criticker.com/film/9-to-5/,tt0080319
6,"À nos amours",1983,"Nov 02 2014, 00:39","",https://www.criticker.com/film/A-nos-amours/,tt0086650
6,"Amélie",2001,"Nov 27 2015, 11:59","",https://www.criticker.com/film/Amelie/,tt0211915
6,"Arrival",2016,"Mar 01 2017, 01:06","",https://www.criticker.com/film/Arrival-2016/,tt2543164
6,"Arrombada - Vou Mijar na Porra do Seu Túmulo",2007,"Jun 23 2014, 03:30","",https://www.criticker.com/film/Arrombada-Vou-Mijar-na/,tt2716190
6,"L'avventura",1960,"Jul 09 2017, 02:05","",https://www.criticker.com/film/Lavventura/,tt0053619
6,"Babel",2006,"Jun 21 2014, 22:01","",https://www.criticker.com/film/Babel/,tt0449467
6,"Back to the Future",1985,"Jun 21 2014, 22:27","",https://www.criticker.com/film/Back-to-the-Future/,tt0088763
6,"Back to the Future Part II",1989,"Jun 21 2014, 21:53","",https://www.criticker.com/film/Back-to-the-Future-Part/,tt0096874
6,"Back to the Future Part III",1990,"Jun 21 2014, 21:49","",https://www.criticker.com/film/Back-to-the-Future-Part-1990/,tt0099088
6,"The Bad Sleep Well",1960,"Jan 21 2018, 04:17","",https://www.criticker.com/film/The-Bad-Sleep-Well/,tt0054460
6,"Baise-moi",2000,"Feb 22 2015, 23:07","",https://www.criticker.com/film/Baise-moi/,tt0249380
6,"The Ballad of Buster Scruggs",2018,"Nov 17 2018, 23:51","",https://www.criticker.com/film/The-Ballad-of-Buster-Scruggs/,tt6412452
6,"Batman: Dead End",2003,"Jun 29 2014, 00:56","",https://www.criticker.com/film/Batman-Dead-End/,tt0374526
6,"Bed &amp; Board",1970,"Feb 22 2015, 03:12","",https://www.criticker.com/film/Bed-and-Board/,tt0065651
6,"The Beyond",1981,"Jan 13 2020, 01:14","",https://www.criticker.com/film/The-Beyond/,tt0082307
6,"Black Moon",1975,"Jan 16 2019, 05:04","",https://www.criticker.com/film/Black-Moon/,tt0072709
6,"Blue Is the Warmest Color",2013,"Feb 15 2015, 21:56","",https://www.criticker.com/film/Blue-Is-the-Warmest-Color/,tt2278871
6,"El Camino: A Breaking Bad Movie",2019,"Oct 29 2019, 22:31","",https://www.criticker.com/film/El-Camino-A-Breaking-Bad/,tt9243946
6,"Catch Me If You Can",2002,"Jun 21 2014, 22:04","",https://www.criticker.com/film/Catch-Me-If-You-Can/,tt0264464
6,"Children of the Corn",1984,"Jan 28 2016, 13:25","",https://www.criticker.com/film/Children-of-the-Corn/,tt0087050
6,"Conan the Barbarian",1982,"Jun 28 2014, 21:37","",https://www.criticker.com/film/Conan-the-Barbarian/,tt0082198
6,"Conan the Destroyer",1984,"Jun 28 2014, 21:38","",https://www.criticker.com/film/Conan-the-Destroyer/,tt0087078
6,"Dark Night of the Scarecrow",1981,"Nov 21 2020, 05:12","",https://www.criticker.com/tv/Dark-Night-of-the-Scarecrow/,tt0082235
6,"David Brent: Life on the Road",2016,"Nov 22 2020, 06:13","",https://www.criticker.com/film/David-Brent-Life-on-the/,tt3137630
6,"Dead End",2003,"May 27 2015, 15:41","",https://www.criticker.com/film/Dead-End-2003/,tt0308152
6,"Death Wish 3",1985,"Jun 28 2014, 20:53","",https://www.criticker.com/film/Death-Wish-3/,tt0089003
6,"Death Wish 4: The Crackdown",1987,"Jun 28 2014, 20:53","",https://www.criticker.com/film/Death-Wish-4-The-Crackdown/,tt0092857
6,"Death Wish II",1982,"Jun 21 2014, 22:16","",https://www.criticker.com/film/Death-Wish-II/,tt0082250
6,"Death Wish V: The Face of Death",1994,"Jun 28 2014, 20:53","",https://www.criticker.com/film/Death-Wish-V-The-Face/,tt0109578
6,"Dexter",2006,"Jan 11 2016, 18:12","",https://www.criticker.com/tv/Dexter/,tt0773262
6,"Dogtooth",2009,"Jun 29 2014, 00:20","",https://www.criticker.com/film/Dogtooth/,tt1379182
6,"Don't Breathe",2016,"Sep 08 2020, 02:02","",https://www.criticker.com/film/Dont-Breathe/,tt4160708
6,"Donnie Darko",2001,"Jun 21 2014, 21:43","",https://www.criticker.com/film/Donnie-Darko/,tt0246578
6,"O Dragão da Maldade contra o Santo Guerreiro",1969,"Dec 10 2018, 04:28","",https://www.criticker.com/film/O-Dragao-da-Maldade-contra/,tt0064256
6,"Dread",2009,"Feb 09 2021, 05:31","",https://www.criticker.com/film/Dread/,tt1331307
6,"Duck Soup",1933,"Mar 22 2015, 05:32","",https://www.criticker.com/film/Duck-Soup-1933/,tt0023969
6,"Elite Squad: The Enemy Within",2010,"Jun 28 2014, 20:07","",https://www.criticker.com/film/Elite-Squad-The-Enemy-Within/,tt1555149
6,"Elvira, Mistress of the Dark",1988,"Apr 19 2020, 05:54","",https://www.criticker.com/film/Elvira-Mistress-of-the-Dark/,tt0095088
6,"End of the Line",2006,"Jun 21 2014, 22:04","",https://www.criticker.com/film/End-of-the-Line/,tt0494224
6,"Ex Drummer",2007,"Jul 20 2018, 06:34","",https://www.criticker.com/film/Ex-Drummer/,tt0812243
6,"Fahrenheit 451",1966,"Jan 21 2019, 02:41","",https://www.criticker.com/film/Fahrenheit-451/,tt0060390
6,"Feed",2005,"Jun 28 2014, 20:32","",https://www.criticker.com/film/Feed/,tt0445965
6,"Finding Nemo",2003,"Jun 21 2014, 21:50","",https://www.criticker.com/film/Finding-Nemo/,tt0266543
6,"Frankenweenie",1984,"Jan 11 2016, 18:17","",https://www.criticker.com/film/Frankenweenie/,tt0087291
6,"Friday the 13th",1980,"Aug 24 2015, 00:38","",https://www.criticker.com/film/Friday-the-13th/,tt0080761
6,"Fried Barry",2020,"Jul 26 2020, 18:26","",https://www.criticker.com/film/Fried-Barry/,tt9102084
6,"Full Metal Jacket",1987,"Jun 21 2014, 21:28","",https://www.criticker.com/film/Full-Metal-Jacket/,tt0093058
6,"Germany Year Zero",1948,"Mar 12 2018, 01:07","",https://www.criticker.com/film/Germany-Year-Zero/,tt0039417
6,"Giallo",2009,"Jun 23 2014, 03:40","",https://www.criticker.com/film/Giallo-2009/,tt1107816
6,"Gran Torino",2008,"Jun 21 2014, 22:13","",https://www.criticker.com/film/Gran-Torino/,tt1205489
6,"Grindhouse",2007,"Jun 21 2014, 22:12","",https://www.criticker.com/film/Grindhouse/,tt0462322
6,"Hamilton",2020,"Jan 02 2021, 05:44","",https://www.criticker.com/film/Hamilton-2020/,tt8503618
6,"Hara-Kiri: Death of a Samurai",2011,"Dec 08 2016, 16:31","",https://www.criticker.com/film/Hara-Kiri-Death-of-a-Samurai/,tt1728196
6,"The Hidden",1987,"Feb 24 2020, 23:43","",https://www.criticker.com/film/The-Hidden/,tt0093185
6,"Hippocrates: Diary of a French Doctor",2014,"Dec 20 2016, 18:23","",https://www.criticker.com/film/Hippocrates-Diary-of-a-French/,tt2891070
6,"Hogar",2020,"Apr 04 2020, 05:04","",https://www.criticker.com/film/Hogar/,tt9345754
6,"Hook",1991,"Jun 21 2014, 22:31","",https://www.criticker.com/film/Hook/,tt0102057
6,"House",1977,"Aug 10 2020, 02:19","",https://www.criticker.com/film/House/,tt0076162
6,"The House That Jack Built",2018,"Jan 10 2021, 05:19","",https://www.criticker.com/film/The-House-That-Jack-Built-2018/,tt4003440
6,"I Spit on Your Grave",1978,"Jun 22 2014, 18:55","",https://www.criticker.com/film/I-Spit-on-Your-Grave/,tt0077713
6,"I'm Thinking of Ending Things",2020,"Sep 28 2020, 07:06","",https://www.criticker.com/film/Im-Thinking-of-Ending-Things/,tt7939766
6,"Ichi the Killer",2001,"Jun 21 2014, 21:58","",https://www.criticker.com/film/Ichi-the-Killer/,tt0296042
6,"Incubus",1965,"Jun 22 2014, 02:21","",https://www.criticker.com/film/Incubus/,tt0059311
6,"Indiana Jones and the Last Crusade",1989,"Jun 21 2014, 21:21","",https://www.criticker.com/film/Indiana-Jones-and-the-Last/,tt0097576
6,"Inglourious Basterds",2009,"Jun 22 2014, 02:13","",https://www.criticker.com/film/Inglourious-Basterds/,tt0361748
6,"Intouchables",2011,"Jun 22 2014, 02:28","",https://www.criticker.com/film/Intouchables/,tt1675434
6,"The Invisible Man",1933,"Jul 16 2020, 02:36","",https://www.criticker.com/film/The-Invisible-Man/,tt0024184
6,"The Irishman",2019,"Oct 03 2021, 18:49","",https://www.criticker.com/film/The-Irishman/,tt1302006
6,"Jacob's Ladder",1990,"Jan 05 2020, 23:02","",https://www.criticker.com/film/Jacobs-Ladder/,tt0099871
6,"Jersey Boys",2014,"Aug 05 2019, 00:13","",https://www.criticker.com/film/Jersey-Boys/,tt1742044
6,"Jesus Christ Superstar",1973,"Jun 22 2014, 18:57","",https://www.criticker.com/film/Jesus-Christ-Superstar/,tt0070239
6,"Kick-Ass",2010,"Jun 21 2014, 22:35","",https://www.criticker.com/film/Kick-Ass/,tt1250777
6,"Kick-Ass 2",2013,"Jun 23 2014, 03:49","",https://www.criticker.com/film/Kick-Ass-2/,tt1650554
6,"The Kid",1921,"Jun 28 2014, 19:21","",https://www.criticker.com/film/The-Kid/,tt0012349
6,"Killing Them Softly",2012,"Dec 09 2021, 04:50","",https://www.criticker.com/film/Killing-Them-Softly/,tt1764234
6,"Klassenverhältnisse",1984,"Jan 06 2018, 02:03","",https://www.criticker.com/film/Klassenverhaltnisse/,tt0087566
6,"Koyaanisqatsi",1982,"Oct 14 2016, 18:54","",https://www.criticker.com/film/Koyaanisqatsi/,tt0085809
6,"Kuruizaki sanda rodo",1980,"Jan 06 2018, 03:24","",https://www.criticker.com/film/Kuruizaki-sanda-rodo/,tt0081019
6,"Lady Vengeance",2005,"Aug 13 2018, 04:48","",https://www.criticker.com/film/Lady-Vengeance/,tt0451094
6,"The Last Temptation of Christ",1988,"Jun 21 2014, 21:50","",https://www.criticker.com/film/The-Last-Temptation-of-Christ/,tt0095497
6,"Limbo",2019,"Apr 25 2020, 07:05","",https://www.criticker.com/film/Limbo-2019/,tt7935392
6,"Little Children",2006,"Jul 26 2020, 22:46","",https://www.criticker.com/film/Little-Children/,tt0404203
6,"Le Locataire diabolique",1909,"Feb 02 2018, 01:03","",https://www.criticker.com/film/Le-Locataire-diabolique/,tt0127948
6,"Lord of the Flies",1963,"Jul 10 2021, 20:59","",https://www.criticker.com/film/Lord-of-the-Flies/,tt0057261
6,"Love on the Run",1979,"Mar 29 2015, 05:55","",https://www.criticker.com/film/Love-on-the-Run/,tt0078771
6,"Lupin",2021,"Jul 02 2021, 03:05","",https://www.criticker.com/tv/Lupin-2021/,tt2531336
6,"The Machinist",2004,"Jun 22 2014, 20:04","",https://www.criticker.com/film/The-Machinist/,tt0361862
6,"The Magician",1958,"Jan 28 2016, 12:42","",https://www.criticker.com/film/The-Magician/,tt0051365
6,"The Man Who Copied",2003,"Jun 23 2014, 03:48","",https://www.criticker.com/film/The-Man-Who-Copied/,tt0367859
6,"The Many Saints of Newark",2021,"Oct 10 2021, 06:04","",https://www.criticker.com/film/The-Many-Saints-of-Newark/,tt8110232
6,"The Motive",2017,"Sep 09 2018, 16:21","",https://www.criticker.com/film/The-Motive/,tt5451244
6,"Multiple Maniacs",1970,"Mar 20 2016, 04:38","",https://www.criticker.com/film/Multiple-Maniacs/,tt0067454
6,"La Notte",1961,"Feb 14 2018, 01:50","",https://www.criticker.com/film/La-Notte/,tt0054130
6,"Nymphomaniac: Volume 1",2013,"Jun 22 2014, 02:31","",https://www.criticker.com/film/Nymphomaniac-Volume-1/,tt1937390
6,"Nymphomaniac: Volume 2",2013,"Jun 28 2014, 21:48","",https://www.criticker.com/film/Nymphomaniac-Volume-2/,tt2382009
6,"Oedipus the King",1968,"May 27 2015, 15:54","",https://www.criticker.com/film/Oedipus-the-King/,tt0063376
6,"One Punch Man",2015,"Dec 27 2018, 03:27","",https://www.criticker.com/tv/One-Punch-Man/,tt4508902
6,"Oxygen",2021,"May 14 2021, 06:32","",https://www.criticker.com/film/Oxygen-2021/,tt6341832
6,"Parks and Recreation",2009,"May 19 2021, 05:39","",https://www.criticker.com/tv/Parks-and-Recreation/,tt1266020
